id,file,date,origin,source_url,repo,ai_model,temperature,top_p,title,actors,num_of_steps,num_of_alt_scenarions,num_of_err_scenarions
2491,uc_gen\02491_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.4,1,Authenticate User,3,3,0,0
2492,uc_gen\02492_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Authentication Use Case,3,3,0,0
2493,uc_gen\02493_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,List Passage Between 2 Buildings,1,21,0,0
2494,uc_gen\02494_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,List Passage Between 2 Buildings,8,15,0,0
2495,uc_gen\02495_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,List Passage Between 2 Buildings,9,24,0,0
2496,uc_gen\02496_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,List Passage Between 2 Buildings,9,8,0,0
2497,uc_gen\02497_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,List Passage Between 2 Buildings,9,9,0,0
2498,uc_gen\02498_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,List Passage Between 2 Buildings,9,21,0,0
2499,uc_gen\02499_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,List Passage Between 2 Buildings,9,8,0,0
2500,uc_gen\02500_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.4,1,User successfully lists passages between 2 buildings,9,5,0,0
2501,uc_gen\02501_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,View Passage Between 2 Buildings,9,20,1,1
2502,uc_gen\02502_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Process Incoming Connection,5,4,0,0
2503,uc_gen\02503_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Process Incoming Connection,7,4,0,0
2504,uc_gen\02504_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Process Incoming Connection,4,4,0,0
2505,uc_gen\02505_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Process Incoming Connection,5,4,0,0
2506,uc_gen\02506_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Process Incoming Connection,3,3,0,0
2507,uc_gen\02507_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Server Initialization,1,4,0,0
2508,uc_gen\02508_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Process Incoming Connection,6,3,0,0
2509,uc_gen\02509_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Process Incoming Connection,3,4,0,0
2510,uc_gen\02510_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.4,1,Server Initialization,1,4,0,0
2511,uc_gen\02511_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Process Incoming Connection,5,4,0,0
2512,uc_gen\02512_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,User Registration,6,13,0,0
2513,uc_gen\02513_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,User Registration and Login,6,20,0,0
2514,uc_gen\02514_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Register User,1,9,1,0
2515,uc_gen\02515_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Register User,5,8,0,0
2516,uc_gen\02516_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Register User,1,9,0,0
2517,uc_gen\02517_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Register User,5,8,1,0
2518,uc_gen\02518_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Register,1,9,0,0
2519,uc_gen\02519_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Register User,1,8,0,0
2520,uc_gen\02520_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Register User,5,8,0,0
2521,uc_gen\02521_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Register User,1,8,2,0
2522,uc_gen\02522_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.4,1,Register Use Case,5,7,0,0
2523,uc_gen\02523_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Register User,1,9,0,0
2524,uc_gen\02524_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,User Login,2,5,0,0
2525,uc_gen\02525_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,User Login,2,3,2,0
2526,uc_gen\02526_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,User Login,2,5,0,0
2527,uc_gen\02527_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Login Process,2,5,3,0
2528,uc_gen\02528_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Authentification Utilisateur,2,2,2,0
2529,uc_gen\02529_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Authentication,2,5,2,1
2530,uc_gen\02530_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Login,2,5,2,0
2531,uc_gen\02531_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Update Menu Items,1,11,0,0
2532,uc_gen\02532_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Update Menu Items,1,11,0,0
2533,uc_gen\02533_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Update Menu Items,1,11,0,0
2534,uc_gen\02534_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Update Menu Items,1,11,0,0
2535,uc_gen\02535_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Update Menu Items,1,12,0,0
2536,uc_gen\02536_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Update Menu Items,1,12,0,0
2537,uc_gen\02537_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Menu Management,4,12,0,0
2538,uc_gen\02538_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Manage Menu Items,4,11,0,0
2539,uc_gen\02539_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.4,1,Update Menu Items,1,11,0,0
2540,uc_gen\02540_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Manage Menu Items,1,10,0,0
2541,uc_gen\02541_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,User Application Sequence,8,14,0,0
2542,uc_gen\02542_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Perform Station Keeping Maneuver,8,19,0,0
2543,uc_gen\02543_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,User application process,8,13,0,0
2544,uc_gen\02544_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,User application sequence,8,11,0,0
2545,uc_gen\02545_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,User application sequence,8,16,0,0
2546,uc_gen\02546_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,User application workflow,8,15,0,0
2547,uc_gen\02547_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Perform Station Keeping Maneuver,8,11,0,0
2548,uc_gen\02548_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Perform Station Keeping,8,13,0,0
2549,uc_gen\02549_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Establish Connection,8,12,0,0
2550,uc_gen\02550_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Establish Connection,1,15,0,0
2551,uc_gen\02551_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Establish Connection,8,13,0,0
2552,uc_gen\02552_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Establish Connection,1,13,0,0
2553,uc_gen\02553_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Establish Connection,1,14,0,0
2554,uc_gen\02554_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Establish Connection,1,13,0,0
2555,uc_gen\02555_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Establish Connection,8,15,0,0
2556,uc_gen\02556_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.4,1,Establish Connection,8,14,0,0
2557,uc_gen\02557_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Establish Connection,8,9,0,0
2558,uc_gen\02558_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Login and Authentication,4,6,0,0
2559,uc_gen\02559_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Login and Authentication,4,7,0,0
2560,uc_gen\02560_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Login and Authentication,4,7,0,0
2561,uc_gen\02561_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Authentication,4,6,0,0
2562,uc_gen\02562_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Login System,4,7,0,0
2563,uc_gen\02563_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.4,1,Authentication Process,4,7,0,0
2564,uc_gen\02564_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Authentication Process,4,7,0,0
2565,uc_gen\02565_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Tagging Process,4,11,0,0
2566,uc_gen\02566_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Tagging Process,4,11,0,0
2567,uc_gen\02567_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Tagging Process,3,11,0,0
2568,uc_gen\02568_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Tagging Process,4,11,0,0
2569,uc_gen\02569_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Tagging Process,4,11,0,0
2570,uc_gen\02570_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Tagging Process,4,11,0,0
2571,uc_gen\02571_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Tagging Process,4,11,0,0
2572,uc_gen\02572_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Tagging Process,4,11,0,0
2573,uc_gen\02573_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.4,1,Controlled Vocabulary Tagging,4,11,0,0
2574,uc_gen\02574_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,User tags dataset with controlled vocabulary,3,11,0,0
2575,uc_gen\02575_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Process After-sales Request,3,9,0,0
2576,uc_gen\02576_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Process After-sales Request,3,8,0,0
2577,uc_gen\02577_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Process After-Sale Request,3,9,0,0
2578,uc_gen\02578_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Process After-sales Request,3,8,0,0
2579,uc_gen\02579_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,User applies for after-sales service,3,7,0,0
2580,uc_gen\02580_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Process After-sales Request,3,9,0,0
2581,uc_gen\02581_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Process After-sales Service,3,8,0,0
2582,uc_gen\02582_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Process After-sales Request,3,9,0,0
2583,uc_gen\02583_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Process After-sales Request,3,8,0,0
2584,uc_gen\02584_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Performing a POST Request,4,10,0,0
2585,uc_gen\02585_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Perform Secure Data Transfer,2,15,0,0
2586,uc_gen\02586_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Complete a secure transaction,2,16,0,0
2587,uc_gen\02587_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Perform POST request to /foo,4,10,0,0
2588,uc_gen\02588_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Complete a POST request to /foo,4,9,0,0
2589,uc_gen\02589_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.4,1,Perform POST on /foo with ID Poison on CDN by Attacker,1,4,0,0
2590,uc_gen\02590_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Complete Data Transaction Securely,2,12,0,0
2591,uc_gen\02591_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Manage-Policies,1,6,0,0
2592,uc_gen\02592_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Manage-Policies,1,4,0,0
2593,uc_gen\02593_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Manage Policies,1,4,0,0
2594,uc_gen\02594_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Manage-Policies,1,4,0,0
2595,uc_gen\02595_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Manage-Policies,1,8,0,0
2596,uc_gen\02596_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Manage-Policies,1,4,0,0
2597,uc_gen\02597_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Manage Policies,1,4,0,0
2598,uc_gen\02598_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Manage-Policies,1,4,0,0
2599,uc_gen\02599_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Manage-Policies,1,4,0,0
2600,uc_gen\02600_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Retrieve Developer Issues,3,6,0,0
2601,uc_gen\02601_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Get Developer Issues,1,6,0,0
2602,uc_gen\02602_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Get Developer Issues,3,6,0,0
2603,uc_gen\02603_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Get Developer Issues,3,6,0,0
2604,uc_gen\02604_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Get Developer Issues,3,6,0,0
2605,uc_gen\02605_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Get Developer Issues,3,6,0,0
2606,uc_gen\02606_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Get Developer Issues,3,6,0,0
2607,uc_gen\02607_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Get Dev Issues,1,6,0,0
2608,uc_gen\02608_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Generate Report,5,20,0,0
2609,uc_gen\02609_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Generate and schedule reports,5,6,0,0
2610,uc_gen\02610_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Generate Report,5,19,0,0
2611,uc_gen\02611_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Generate Report,5,10,0,0
2612,uc_gen\02612_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Create Report Definitions,3,8,0,0
2613,uc_gen\02613_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Report Scheduling and Execution,5,9,0,0
2614,uc_gen\02614_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Calculate Points in Map,8,13,0,0
2615,uc_gen\02615_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Calculate Points in Area,8,13,0,0
2616,uc_gen\02616_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Calculate Points in Area,1,7,0,0
2617,uc_gen\02617_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Calculate Points in Area,7,9,0,0
2618,uc_gen\02618_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Point Calculation Process,1,10,0,0
2619,uc_gen\02619_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Calculate Points in Area,8,13,0,0
2620,uc_gen\02620_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Calculate Point Overlays,3,11,0,0
2621,uc_gen\02621_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Calculate Points in Area,8,13,0,0
2622,uc_gen\02622_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,User Moves Map and Calculates Points,7,13,0,0
2623,uc_gen\02623_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Request access to a service offered by a delegate,7,26,0,0
2624,uc_gen\02624_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Request access to a service offered by a delegate,7,22,0,0
2625,uc_gen\02625_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Request access to a service offered by a delegate,7,24,0,0
2626,uc_gen\02626_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Request access to a service offered by a delegate,7,21,0,0
2627,uc_gen\02627_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Request access to a service offered by a delegate,4,25,0,0
2628,uc_gen\02628_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Request access to a service offered by a delegate,7,21,0,0
2629,uc_gen\02629_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Request access to a service offered by a delegate,5,26,0,0
2630,uc_gen\02630_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Request access to a service offered by a delegate,5,27,0,0
2631,uc_gen\02631_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.4,1,Request Access to a Service Offered by a Delegate,3,25,0,0
2632,uc_gen\02632_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Request access to a service offered by a delegate,1,26,0,0
2633,uc_gen\02633_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Flow Reroute,10,20,0,0
2634,uc_gen\02634_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Hub And Spoke - Flow Reroute,1,11,0,0
2635,uc_gen\02635_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Hub And Spoke - Flow Reroute,1,27,0,0
2636,uc_gen\02636_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Hub And Spoke - Flow Reroute,1,9,0,0
2637,uc_gen\02637_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Hub And Spoke - Flow Reroute,10,8,0,0
2638,uc_gen\02638_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Hub And Spoke - Flow Reroute,1,12,0,0
2639,uc_gen\02639_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Hub And Spoke - Flow Reroute,1,21,0,0
2640,uc_gen\02640_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Flow Reroute,10,11,0,0
2641,uc_gen\02641_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Flow Reroute,1,11,0,0
2642,uc_gen\02642_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Load Map and Get Road Information,4,20,0,0
2643,uc_gen\02643_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Load Map Data,4,20,0,0
2644,uc_gen\02644_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Load Map Data,4,19,0,0
2645,uc_gen\02645_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Load Map Data,4,20,0,0
2646,uc_gen\02646_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,User Query Information on Map,4,20,0,0
2647,uc_gen\02647_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Load Map Data,4,20,0,0
2648,uc_gen\02648_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Access and Query Road Information,4,1,1,1
2649,uc_gen\02649_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Manage Map Data,4,20,0,0
2650,uc_gen\02650_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Access Map Data,4,19,0,0
2651,uc_gen\02651_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Manage-Service,1,4,0,0
2652,uc_gen\02652_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Manage-Service,1,5,0,0
2653,uc_gen\02653_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Manage-Service,1,4,0,0
2654,uc_gen\02654_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Manage Service,1,4,0,0
2655,uc_gen\02655_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Manage Service,1,4,0,0
2656,uc_gen\02656_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Manage-Service,1,4,0,0
2657,uc_gen\02657_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Manage-Service,1,5,0,0
2658,uc_gen\02658_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Manage-Service,1,4,0,0
2659,uc_gen\02659_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.4,1,Manage-Service,1,4,0,0
2660,uc_gen\02660_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Manage Service,1,4,0,0
2661,uc_gen\02661_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Player faces challenge,1,6,3,0
2662,uc_gen\02662_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Resolve Challenge,1,6,1,0
2663,uc_gen\02663_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Defeat Challenge,1,13,0,0
2664,uc_gen\02664_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Resolve Challenge,1,6,1,0
2665,uc_gen\02665_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Faces challenge,1,7,0,0
2666,uc_gen\02666_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Resolve Challenge,1,6,2,0
2667,uc_gen\02667_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Faces Challenge,1,6,0,0
2668,uc_gen\02668_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Facing Challenge,1,10,0,0
2669,uc_gen\02669_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Deploy new dataset type version,1,8,0,0
2670,uc_gen\02670_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Deploy new dataset type version,1,8,0,0
2671,uc_gen\02671_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Deploy new dataset type version,1,8,0,0
2672,uc_gen\02672_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Deploy new dataset type version,1,8,0,0
2673,uc_gen\02673_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Deploy new dataset type version,1,14,0,0
2674,uc_gen\02674_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Deploy new dataset type version,1,8,0,0
2675,uc_gen\02675_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Deploy New Dataset Type Version,1,8,0,0
2676,uc_gen\02676_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.4,1,Deploy new dataset type version,1,13,0,0
2677,uc_gen\02677_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Deploy new dataset type version,5,13,0,0
2678,uc_gen\02678_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Get Chat List,1,4,0,0
