id,file,date,origin,source_url,repo,ai_model,temperature,top_p,actors,num_of_participats,title,num_of_alt,num_of_opt,num_of_loop
201,seq\00201_seq.puml,2024-06-07,github,https://raw.githubusercontent.com/Departamento-de-Engenharia-Informatica/lei-24-s2-1dmdn-g134/c94816307cc3506828074a7cd01b93247b144e5e/docs/sprintC/us028/03.design/puml/us028-sequence-diagram-partial6-displays-tasks.puml,Departamento-de-Engenharia-Informatica/lei-24-s2-1dmdn-g134,,0,0,1,2,,0,0,0
202,seq\00202_seq.puml,2021-08-16,github,https://raw.githubusercontent.com/mudita/MuditaOS/39e84be3d92f58fc2fefa9fafc4f9f136abd2ddd/module-bluetooth/doc/bt_volume_buttons_handling.puml,mudita/MuditaOS,,0,0,1,7,,0,0,0
203,seq\00203_seq.puml,2021-04-12,github,https://raw.githubusercontent.com/CQEN-QDCE/exp-attestation-deleguee/83ee7b94a0b662e282fa0ee3368515408b080209/doc/FluxGardEtape2.puml,CQEN-QDCE/exp-attestation-deleguee,,0,0,1,3,,0,0,0
204,seq\00204_seq.puml,2025-02-28,github,https://raw.githubusercontent.com/hmcts/opal-docs/85d1dc34e82ea375417aa766267544e7e810a61d/plantUML/mac-populate-and-submit/mac-court-details.puml,hmcts/opal-docs,,0,0,1,6,,0,0,0
205,seq\00205_seq.puml,2024-12-07,github,https://raw.githubusercontent.com/emiliosheinz/full-cycle-authentication-with-keycloak/5b407b86764cec6d7d2bf052c1eb867246e86348/authentication-flow/implicit-flow/implicit-flow/implicit-flow.puml,emiliosheinz/full-cycle-authentication-with-keycloak,,0,0,1,4,,0,0,0
206,seq\00206_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/1028_Library_Management_System_139.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,5,,0,0,0
207,seq\00207_seq.puml,2024-04-16,github,https://raw.githubusercontent.com/yleinl/ICT4D/1d21fcba93bbc148a022e5c21333b97d40a744ab/puml/welcome-sequence.puml,yleinl/ICT4D,,0,0,1,2,,0,0,0
208,seq\00208_seq.puml,2020-08-04,github,https://raw.githubusercontent.com/aws/http-desync-guardian/7dd6f37171f0a8428d259f2631aee5e7b01a1d64/docs/diagrams/response-queue-poisoning.puml,aws/http-desync-guardian,,0,0,0,4,,0,0,0
209,seq\00209_seq.puml,2016-03-17,github,https://raw.githubusercontent.com/freeuni-sdp/lab-uml-2016/adc3b970a043aa3ae894860cbb568859ffc89406/Composite/uml/SequenceDiagram.puml,freeuni-sdp/lab-uml-2016,,0,0,1,9,,0,0,4
210,seq\00210_seq.puml,2019-08-28,github,https://raw.githubusercontent.com/w6889037/spring-boot/f1969cc0aacfebe0ba388bb9337d961d9aedfd40/boot/src/main/resources/plantUML/massSend.puml,w6889037/spring-boot,,0,0,1,4,,0,0,0
211,seq\00211_seq.puml,2020-03-27,github,https://raw.githubusercontent.com/jgeewax/mojaloop-pisp/48464c112a4f8585754892b67d3fbd9a12f709aa/identifiers-assoc.puml,jgeewax/mojaloop-pisp,,0,0,1,6,Identifiers_Association,0,0,0
212,seq\00212_seq.puml,2024-06-14,github,https://raw.githubusercontent.com/korban2u/Serveur_Web_Configuration/18791a2481da796180974e5a5ba5c875d060ee51/DIAG/Initialisation_et_demarrage_serveur.puml,korban2u/Serveur_Web_Configuration,,0,0,1,6,,0,0,0
213,seq\00213_seq.puml,2024-04-02,github,https://raw.githubusercontent.com/EduMiTo/LAPR2/234155503341abfc77521ed84a92964377538b20/docs/SprintD/US9_CreateTestType/SD2.puml,EduMiTo/LAPR2,,0,0,1,10,,0,0,0
214,seq\00214_seq.puml,2021-12-03,github,https://raw.githubusercontent.com/sunminky/SimpleAsset/97a0ecea00f35e9661a30c696f5f2aa15a6d672f/indy-sdk/docs/design/005-dkms/puml/recover-agent-policy-registry.puml,sunminky/SimpleAsset,,0,0,1,6,,0,0,0
215,seq\00215_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/1838_Restaurant_Management_System_65.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,0,0,0
216,seq\00216_seq.puml,2024-12-03,github,https://raw.githubusercontent.com/ViniciusVonAhn/golden-raspberry-awards/b6fefccdaeb0aeb2e5a5fd8f2fb1deb125c425f5/diagram.puml,ViniciusVonAhn/golden-raspberry-awards,,0,0,2,9,,0,0,0
217,seq\00217_seq.puml,,github,https://raw.githubusercontent.com/Mgf22/ISEP_LAPR5_2023/4de129e78e96181fb45c2081d296e65e599e2bda/docs/use_cases/Sprint%20C/UC100/Nivel%201/vp1.puml,Mgf22/ISEP_LAPR5_2023,,0,0,3,2,,1,0,0
218,seq\00218_seq.puml,2020-01-21,github,https://raw.githubusercontent.com/BartoszCoyote/GoPomodoro/4a770268c22ae72dcd7ac42caf6b88b9b12d8ca8/docs/task-flow.puml,BartoszCoyote/GoPomodoro,,0,0,1,9,,1,0,0
219,seq\00219_seq.puml,2019-06-25,github,https://raw.githubusercontent.com/sklintyg/rehabstod/02d764d31fc6bc40a41807718c9ca3da0a3d7a31/docs/plantuml/visa-intyg.puml,sklintyg/rehabstod,,0,0,1,6,,1,0,0
220,seq\00220_seq.puml,2018-05-20,github,https://raw.githubusercontent.com/CAADE/ADC/a81ba7532e7092ab564bcb30f8ec36bab3b71d0b/docs/UseCases/Manage-External-Connections/Deregister-External-System.puml,CAADE/ADC,,0,0,0,6,,1,0,0
221,seq\00221_seq.puml,2022-06-08,github,https://raw.githubusercontent.com/BloomTechBackend/Amazon-Kindle-Publishing-Service/66a205164b2c6e15ca5eb868c175cb776df0e6c1/src/resources/mastery-task1-remove-book-SD.puml,BloomTechBackend/Amazon-Kindle-Publishing-Service,,0,0,1,6,Remove Book from Catalog,1,0,0
222,seq\00222_seq.puml,2024-07-29,github,https://raw.githubusercontent.com/7osssam/QT-Banking-System-Server/fd20082e9bd38afb5980c828b9111d0deec5fe67/docs/diagrams/sequence-diagrams/Modules/ServerHandler_init.puml,7osssam/QT-Banking-System-Server,,0,0,1,3,,0,0,0
223,seq\00223_seq.puml,2023-03-14,github,https://raw.githubusercontent.com/Dongthinh2001/Project2/c63b75ff45434ad51ec8ecca6d363102c14ad130/plantuml/datlich.puml,Dongthinh2001/Project2,,0,0,1,6,,0,0,0
224,seq\00224_seq.puml,2020-04-29,github,https://raw.githubusercontent.com/ellerenad/RoboArmController/aef76c504c5bbf9aed83280671f4362d70b744fb/src/architecture/slides/actor.puml,ellerenad/RoboArmController,,0,0,1,1,,0,0,0
225,seq\00225_seq.puml,2024-01-11,github,https://raw.githubusercontent.com/tonywang638156/undergrad-projects/209091ebcc067811ae6afee981638a0e01e73eef/Cleaning_Robot_Sim_CMSC322/docs/design/sequence_diagram/Phone-App.puml,tonywang638156/undergrad-projects,,0,0,2,4,,1,0,0
226,seq\00226_seq.puml,2024-05-29,github,https://raw.githubusercontent.com/DanielStevam/Roteiro-02-Lab-De-Software/4cd8a01dd79278876413e07167358d36facf01dc/roteiro01/docs/diagramas_sequencia/delete_task.puml,DanielStevam/Roteiro-02-Lab-De-Software,,0,0,1,4,,0,0,0
227,seq\00227_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/2448_frictionless_61.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,5,,0,0,0
228,seq\00228_seq.puml,2018-09-19,github,https://raw.githubusercontent.com/CAADE/edgeville/6a3dc4791c9adf4915dc38aed3a04d1f1ef4ad65/docs/UseCases/Manage-Infrastructure/Monitor-Edge-Device.puml,CAADE/edgeville,,0,0,0,4,,0,0,0
229,seq\00229_seq.puml,2024-12-10,github,https://raw.githubusercontent.com/vanquang2002/server_ver1/2e57de48798a06f11906bd8ff6cacb6d29572b36/ClassDiagram/Sequence_Customers/other_service_update.puml,vanquang2002/server_ver1,,0,0,1,9,,0,0,0
230,seq\00230_seq.puml,2025-03-02,github,https://raw.githubusercontent.com/LeongWZ/peggle-clone/8bbafefde829ff0982df05ee2aca3f737b1f3772/docs/plantuml/BoundaryCollisionSequenceDiagram.puml,LeongWZ/peggle-clone,,0,0,1,5,,0,1,0
231,seq\00231_seq.puml,2025-03-19,github,https://raw.githubusercontent.com/ruivieira03/Projeto-Estagio-Teste/be0cb1b1d41eb6f8bbdbaecc78ccfea64e185859/sem5pi/Documentation/SprintA/5.1.5/Level2/level2_delete_account.puml,ruivieira03/Projeto-Estagio-Teste,,0,0,1,6,,3,0,0
232,seq\00232_seq.puml,2023-12-20,github,https://raw.githubusercontent.com/ITU-BDSA23-GROUP25/Chirp/1acd3adc274f5e0edac9f2b5465d13a431f8f551/docs/diagrams/SequenceDiagramUnauthenticatedUser.puml,ITU-BDSA23-GROUP25/Chirp,,0,0,1,2,,0,0,0
233,seq\00233_seq.puml,2024-06-23,github,https://raw.githubusercontent.com/ianlio-git/LostGalaxy/7a8e9f9be1a07d7832959bf84c2fbb73ee544279/src/main/java/org/example/_Diagrams/Iteracion1/TPO_SequenceDiagramCombat.puml,ianlio-git/LostGalaxy,,0,0,1,7,,8,0,3
234,seq\00234_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/2011_Restaurant_Management_System_238.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,1,0,0
235,seq\00235_seq.puml,,github,https://raw.githubusercontent.com/Valthefirst/league_alerts-ChamplainECP/09a11b4b9ccb3ad008aa54d59e55f56e69fd4fba/Diagrams/SSD/Reader%20SSDs/Read-1.1%20SSD.puml,Valthefirst/league_alerts-ChamplainECP,,0,0,1,2,,0,1,0
236,seq\00236_seq.puml,2024-07-08,github,https://raw.githubusercontent.com/edwardsnjd/dot-files/ae1b3b6aff6f0589f894fb99b0651d95c23156c7/configuration/snippets/.config/snippets/plantuml/sequence.puml,edwardsnjd/dot-files,,0,0,1,7,,0,0,0
237,seq\00237_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/1604_mis_52.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,5,,0,0,0
238,seq\00238_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/1953_Restaurant_Management_System_180.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,0,0,0
239,seq\00239_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/1282_zooniverse_9.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,7,,0,0,0
240,seq\00240_seq.puml,2025-02-12,github,https://raw.githubusercontent.com/PawelKowalcze/LeetCode/977aab581fd51c2dadda598b1e48011489da76fd/JavaCourse/BANKOMAT/src/main/java/com/example/bankomat/diagrams/HelloSequence.puml,PawelKowalcze/LeetCode,,0,0,1,4,,0,0,0
241,seq\00241_seq.puml,2023-06-30,github,https://raw.githubusercontent.com/NicolePer/MoneyMinder/f3bd69b8fe3b21ae8441f24fa460def6b5823c0b/res/sequence-diagrams/src/recurring-transaction-order-create.puml,NicolePer/MoneyMinder,,0,0,1,5,,0,0,0
242,seq\00242_seq.puml,2024-12-06,github,https://raw.githubusercontent.com/vanquang2002/server/6abeea7edf103062aa6d7ee1ece1e818507c3cf5/ClassDiagram/Sequence_Receptionist/View_dashBoard.puml,vanquang2002/server,,0,0,1,7,,0,0,0
243,seq\00243_seq.puml,2024-12-14,github,https://raw.githubusercontent.com/anderj14/inventory-multitenant/3a795c010dc12254da2695fc42102e7f2d51ed32/diagrams/tenant.puml,anderj14/inventory-multitenant,,0,0,1,8,,2,0,0
244,seq\00244_seq.puml,2024-05-09,github,https://raw.githubusercontent.com/apache/incubator-kie-drools/015fa9c2d36ce4108cc94f4ef47f261066ae177e/efesto/documentation/puml/PluginCompilationSequence.puml,apache/incubator-kie-drools,,0,0,1,3,Primary Resource directly compiled to class,0,0,0
245,seq\00245_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/1351_rdadmp_18.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,0,0,0
246,seq\00246_seq.puml,2024-12-14,github,https://raw.githubusercontent.com/BalloonAnd888/CS5800/12675747a0c7f22c283b922c3987f14d39f4b149/Final/SequenceDiagram.puml,BalloonAnd888/CS5800,,0,0,2,5,,4,0,1
247,seq\00247_seq.puml,2016-09-28,github,https://raw.githubusercontent.com/frontjang/uml/73a4762697fcf587a93ffa012aa68c579b71ccb7/Sequence/skinparam1.puml,frontjang/uml,,0,0,1,4,,0,0,0
248,seq\00248_seq.puml,2024-04-09,github,https://raw.githubusercontent.com/FlussoBV/openedge-fwebh/6395f17e24a8a82a325e4b4ec3e0de2149feab63/doc/uml/webhandler/get.sequence.puml,FlussoBV/openedge-fwebh,,0,0,1,4,,0,0,0
249,seq\00249_seq.puml,2025-04-10,github,https://raw.githubusercontent.com/ian-hdzzz/nuclea/53f8da56f34c91de77c7953d2d7ef68cc3265271/diagramas/DeleteHoliday.puml,ian-hdzzz/nuclea,,0,0,1,7,,0,0,0
250,seq\00250_seq.puml,2022-05-27,github,https://raw.githubusercontent.com/alexa/alexa-auto-sdk/080f6d22e8c7f9660a9a52f68843912e04dbe664/modules/connectivity/docs/diagrams/src/Connectivity-Sequence-sendConnectivityEvent.puml,alexa/alexa-auto-sdk,,0,0,1,4,,2,0,0
251,seq\00251_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/1553_mis_1.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,0,0,1
252,seq\00252_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/0601_duraspace_70.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,5,,0,0,0
253,seq\00253_seq.puml,2025-01-15,github,https://raw.githubusercontent.com/MEF-GIT/MEF-LSO-Allegro-SDK/f0ac6e4c8c4a1231fda4d2dc59a35214306e54dd/documentation/serviceApi/fm/media/src/fmEntities.puml,MEF-GIT/MEF-LSO-Allegro-SDK,,0,0,1,3,,0,0,0
254,seq\00254_seq.puml,2024-05-29,github,https://raw.githubusercontent.com/flpmarin/GestorDeTurnos/4256c1f1a1dedb5c1004352f665ad87b26e1304c/docs/diagramas/secuencia/Diegrama_secuencia.puml,flpmarin/GestorDeTurnos,,0,0,1,8,,0,0,0
255,seq\00255_seq.puml,2024-11-23,github,https://raw.githubusercontent.com/Lapr5G21/sem5pi-24-25-3ddg21/b8af46a71ba8f28e13820cd0144db31a5fe49401/docs/sprintB/StaffProfileListSearch/views/level1/process-view.puml,Lapr5G21/sem5pi-24-25-3ddg21,,0,0,1,2,,0,0,0
256,seq\00256_seq.puml,2020-03-29,github,https://raw.githubusercontent.com/austudio-team/austudio-uml-graph/e22788d17814ae3e61703e0daf414f60bab2b25c/sequence_diagram/deleteEffect.puml,austudio-team/austudio-uml-graph,,0,0,1,7,,0,0,0
257,seq\00257_seq.puml,2023-11-26,github,https://raw.githubusercontent.com/ruben1132/PI5_23-24/6ac272d54e75d3a41b4bd6bbd091693d63c7d74e/docs/SprintB/nivel1/N1_US370.puml,ruben1132/PI5_23-24,,0,0,1,2,,1,0,0
258,seq\00258_seq.puml,2024-12-05,github,https://raw.githubusercontent.com/emiliosheinz/full-cycle-authentication-with-keycloak/5b407b86764cec6d7d2bf052c1eb867246e86348/authentication-flow/implicit-flow/implicit-flow.puml,emiliosheinz/full-cycle-authentication-with-keycloak,,0,0,1,4,,0,0,0
259,seq\00259_seq.puml,2023-12-21,github,https://raw.githubusercontent.com/ruben1132/PI5_23-24/6ac272d54e75d3a41b4bd6bbd091693d63c7d74e/docs/SprintC/nivel1/N1_US460.puml,ruben1132/PI5_23-24,,0,0,1,2,,1,0,0
260,seq\00260_seq.puml,2019-05-19,github,https://raw.githubusercontent.com/Almadanmp/backend3/740905422ee98cf8c203250f3767a63013a866b7/src/doc/CLI_Controllers/EnergyConsumption/selectGrid_sd_EnergyConsumption.puml,Almadanmp/backend3,,0,0,1,3,,0,0,0
261,seq\00261_seq.puml,2021-08-08,github,https://raw.githubusercontent.com/algodex/algodex-architecture/32a524c77d3d5008beecd545ad4e90bbac1dd4ea/diagrams/algo_escrow_execute_full.puml,algodex/algodex-architecture,,0,0,2,4,,0,0,0
262,seq\00262_seq.puml,,github,https://raw.githubusercontent.com/icankeep/blog/4895f57e35810f7a01d8fb4107c13b0087df774f/2022-12/imgs/Bootstrap%20connect%E6%B5%81%E7%A8%8B.puml,icankeep/blog,,0,0,1,11,,3,0,0
263,seq\00263_seq.puml,2024-05-17,github,https://raw.githubusercontent.com/madajaju/edgemere/f44013f984ea1b16e738873392526cbc3841ec93/docs/edgemere/aml/usecases/manageworkloads/CreateWorkload.puml,madajaju/edgemere,,0,0,1,3,,0,0,0
264,seq\00264_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/1793_Restaurant_Management_System_20.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,0,0,0
265,seq\00265_seq.puml,2023-10-01,github,https://raw.githubusercontent.com/brunobmello25/projeto-de-software-individual/536df96f2ef8ab8700bb5c3f395b95b17e353501/interacao-livros/iniciar-emprestimo.puml,brunobmello25/projeto-de-software-individual,,0,0,2,4,,0,0,0
266,seq\00266_seq.puml,2024-09-26,github,https://raw.githubusercontent.com/gematik/api-ti-messenger/bd7fb6110e9624c2948db95945acbecc2cbc40d8/src/images/TI-M_Basis/UC_10060_Seq.puml,gematik/api-ti-messenger,,0,0,1,8,,0,0,1
267,seq\00267_seq.puml,2019-03-29,github,https://raw.githubusercontent.com/hyperledger/indy-hipe/4d8f59db111ae5528604d37e0dc207f059cc307f/design/dkms/puml/recover-agent-policy-registry.puml,hyperledger/indy-hipe,,0,0,1,6,,0,0,0
268,seq\00268_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/2085_Restaurant_Management_System_312.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,2,3,,0,0,0
269,seq\00269_seq.puml,2024-05-15,github,https://raw.githubusercontent.com/Mendoncaa/LAPR4/c51e34ac8a716c1aa5fc27ed248e5f8307047853/docs/sprintB/US1000/01.requirements-engineering/puml/SSD_Enable_Disable_User.puml,Mendoncaa/LAPR4,,0,0,1,2,,0,0,0
270,seq\00270_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/1585_mis_33.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,6,,0,0,0
271,seq\00271_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/1228_Library_Management_System_339.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,5,,0,0,0
272,seq\00272_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/1600_mis_48.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,6,,0,0,0
273,seq\00273_seq.puml,2023-06-20,github,https://raw.githubusercontent.com/rteu-ceng/rteu-internship-guideline/feb6d3123d0eed8844de3ab8f8155069b5e8a4d4/docs/internship/assets/internship-flowchart-extended.puml,rteu-ceng/rteu-internship-guideline,,0,0,1,7,,0,0,0
274,seq\00274_seq.puml,2024-10-07,github,https://raw.githubusercontent.com/maccur/Nivelatoria/eae0405e47b128d6faed02e8a25b1a6848da0adb/grupo7/d_agregacion.puml,maccur/Nivelatoria,,0,0,1,3,,0,0,0
275,seq\00275_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/1624_racdam_4.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,5,,0,0,0
276,seq\00276_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/1552_datahub_67.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,0,0,0
277,seq\00277_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/1979_Restaurant_Management_System_206.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,5,,0,0,0
278,seq\00278_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/0472_culrepo_109.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,0,0,0
279,seq\00279_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/0322_nsf_32.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,6,,1,0,1
280,seq\00280_seq.puml,2019-05-19,github,https://raw.githubusercontent.com/Almadanmp/backend3/740905422ee98cf8c203250f3767a63013a866b7/src/doc/CLI_Controllers/EnergyGridSettings/US149/US149_sd_EnergyGridSettings.puml,Almadanmp/backend3,,0,0,1,13,,0,0,0
281,seq\00281_seq.puml,2020-12-07,github,https://raw.githubusercontent.com/SefkanTas/Sonofy/f4d7875d5c4ed996ec9ecc7fdf15ea75706af23a/app/docs/asciidoc/models/AjoutGroupe.puml,SefkanTas/Sonofy,,0,0,1,5,,0,0,0
282,seq\00282_seq.puml,,github,https://raw.githubusercontent.com/SA0NFR/PlantUML/ecbd16ae32e5ab5913c954837e849899e65ee6b4/3_headless%20sbid%20PHONE.puml,SA0NFR/PlantUML,,0,0,2,5,,0,0,0
283,seq\00283_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/2215_cask_2.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,6,,0,0,0
284,seq\00284_seq.puml,2024-10-03,github,https://raw.githubusercontent.com/baspdd/tutorial/f7123dcbce6285830d75d85e9e8064403fb83103/sequence/3.4.2.puml,baspdd/tutorial,,0,0,1,5,,0,0,0
285,seq\00285_seq.puml,2022-10-13,github,https://raw.githubusercontent.com/FuixLabs/CardanoAuthService/2d1b7299a3315f92e59e7f52b8bde2b514c9f5c2/diagram/AuthApp.puml,FuixLabs/CardanoAuthService,,0,0,1,5,,0,0,0
286,seq\00286_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/2264_cask_51.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,5,,1,0,0
287,seq\00287_seq.puml,2024-02-27,github,https://raw.githubusercontent.com/hyperledger-cacti/cacti/096264f89e5e45568de71fd20484590796be2bbb/packages/cactus-plugin-ledger-connector-polkadot/docs/architecture/run-transaction-endpoint-transact.puml,hyperledger-cacti/cacti,,0,0,1,2,Hyperledger Cactus\nSequence Diagram\nRun Transaction Endpoint\ntransact() method,1,0,0
288,seq\00288_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/0352_nsf_62.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,1,0,1
289,seq\00289_seq.puml,2018-12-18,github,https://raw.githubusercontent.com/harashta/indy-sdk/d012093014b551a6e4036473998e278f9d1cde9f/docs/design/005-dkms/puml/recover-agent-policy-registry.puml,harashta/indy-sdk,,0,0,1,6,,0,0,0
290,seq\00290_seq.puml,2023-04-16,github,https://raw.githubusercontent.com/jovami/isep-lapr4/813549bd822e516c526333b4b644c324426fa0da/docs/us_g006/loginSD.puml,jovami/isep-lapr4,,0,0,1,3,,0,0,1
291,seq\00291_seq.puml,2022-09-14,github,https://raw.githubusercontent.com/madajaju/sabr/192dfe987714acddc0fe796a30d741648e2c8514/docs/sabr/aml/cm/userinteraction.puml,madajaju/sabr,,0,0,2,5,,0,0,0
292,seq\00292_seq.puml,2025-04-21,github,https://raw.githubusercontent.com/TienMinh25/ecommerce-platform/b46dfaf653def610de89c5a6a7e7baad32a48a69/docs/sequence-quan-ly-vai-tro-va-quyen.puml,TienMinh25/ecommerce-platform,,0,0,1,4,,6,0,0
293,seq\00293_seq.puml,2024-06-09,github,https://raw.githubusercontent.com/MarioJoaoGR/sem4pi-23-24-2dj2/79d0c42b9413b937f8453c7124306bc47155d82b/docs/SprintC/us1016/SD/SD.puml,MarioJoaoGR/sem4pi-23-24-2dj2,,0,0,1,14,,0,0,0
294,seq\00294_seq.puml,2023-09-30,github,https://raw.githubusercontent.com/guddii/DSWS/5d759f2119454b8b400a3cf8814b3a7bab1672aa/docs/paper/diagrams/sequence-diagram-overall-architecture.puml,guddii/DSWS,,0,0,1,10,,0,0,0
295,seq\00295_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/2272_cask_59.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,6,,2,0,0
296,seq\00296_seq.puml,2018-08-01,github,https://raw.githubusercontent.com/CAADE/CAADE/3873453a14359879a146f1d5897554ae2e94bd96/docs/UseCases/Manage-Build/Monitor-Build.puml,CAADE/CAADE,,0,0,0,4,,0,0,0
297,seq\00297_seq.puml,2024-04-02,github,https://raw.githubusercontent.com/EduMiTo/LAPR2/234155503341abfc77521ed84a92964377538b20/docs/SprintC/US9_CreateTestType/SD2.puml,EduMiTo/LAPR2,,0,0,1,10,,0,0,0
298,seq\00298_seq.puml,2019-06-04,github,https://raw.githubusercontent.com/sklintyg/rehabstod/02d764d31fc6bc40a41807718c9ca3da0a3d7a31/docs/plantuml/visa-sjukfallhistorik-sjf.puml,sklintyg/rehabstod,,0,0,1,11,,3,1,0
299,seq\00299_seq.puml,2025-04-17,github,https://raw.githubusercontent.com/TaiTitans/TetTicket/e09af1857299889fa56026284f4756b3e2202dfe/tetticket.com/uml/fix-local-cache.puml,TaiTitans/TetTicket,,0,0,2,5,,0,0,0
300,seq\00300_seq.puml,2024-11-23,github,https://raw.githubusercontent.com/Lapr5G21/sem5pi-24-25-3ddg21/b8af46a71ba8f28e13820cd0144db31a5fe49401/docs/sprintA/StaffProfileListSearch/views/level1/process-view.puml,Lapr5G21/sem5pi-24-25-3ddg21,,0,0,1,2,,0,0,0
